duration,packets,bytes,cpacket_ronnections,ate,byte_rate,protocol,src_ip,label
15,1864,28056,201,728,6893,TCP,69.65.19.198,PortScan
196,105,43204,4,70,564,UDP,26.98.69.79,Normal
34,7855,79642,50,1674,45334,TCP,51.127.20.117,BruteForce
70,486,46923,8,50,4423,HTTP,231.38.224.158,Normal
11,17307,3700827,166,5601,125252,TCP,147.22.88.178,DDoS
56,3762,20341,470,372,4984,TCP,108.217.211.159,PortScan
42,3787,42292,309,336,6514,TCP,252.248.231.129,PortScan
38,3107,37404,318,498,7527,TCP,82.71.246.62,PortScan
41,1057,17243,276,665,3242,TCP,185.208.190.20,PortScan
75,5394,84540,130,1012,16587,TCP,30.127.23.168,BruteForce
265,213,1529,7,79,4479,TCP,165.2.231.26,Normal
67,1036,108533,134,259,28593,TCP,33.192.240.184,BruteForce
4,49952,2428932,179,8218,725219,UDP,103.223.109.26,DDoS
122,4328,206503,107,721,38960,TCP,221.166.163.7,BruteForce
83,295,27370,9,26,1926,HTTP,113.200.65.86,Normal
48,956,41720,211,484,9962,TCP,220.11.183.60,PortScan
244,423,12375,8,64,4547,HTTP,91.142.91.175,Normal
37,1882,17927,465,851,9188,TCP,26.1.248.106,PortScan
17,43605,1525336,240,7295,344465,UDP,209.125.110.241,DDoS
7,3414,28615,500,943,5142,TCP,162.186.23.48,PortScan
266,107,24780,3,32,4071,HTTP,182.245.104.187,Normal
129,1820,264701,119,1702,43198,TCP,63.124.133.174,BruteForce
153,6711,459265,71,1584,37769,TCP,184.81.23.200,BruteForce
155,9157,479654,119,1007,35049,TCP,30.217.141.48,BruteForce
149,7510,334372,103,1022,46880,TCP,214.85.253.22,BruteForce
11,4234,32209,345,699,9922,TCP,165.237.63.220,PortScan
81,7218,386520,180,1220,38585,TCP,255.51.79.65,BruteForce
144,8751,320830,173,1253,19294,TCP,186.24.234.13,BruteForce
45,1231,23945,189,472,1905,TCP,84.11.157.161,PortScan
90,350,45712,5,91,496,UDP,228.15.88.231,Normal
2,46319,1308223,906,2426,289010,UDP,251.198.231.215,DDoS
5,29061,757148,733,6886,457835,UDP,58.162.175.61,DDoS
1,26859,4340581,214,1610,618735,UDP,140.181.158.51,DDoS
41,3135,13131,81,253,5635,TCP,85.100.242.55,PortScan
268,362,35542,7,53,682,UDP,249.235.151.211,Normal
260,469,15691,9,90,858,TCP,142.139.103.211,Normal
7,3649,5710,304,819,6197,TCP,138.159.141.122,PortScan
85,322,23504,7,82,3737,HTTP,227.217.137.81,Normal
122,128,14277,4,13,2977,TCP,51.115.218.27,Normal
160,53,11498,3,68,4499,HTTP,1.71.254.231,Normal
7,31439,2961283,517,1543,263810,TCP,125.72.60.22,DDoS
57,1463,5546,290,585,4288,TCP,101.214.176.28,PortScan
116,444,33037,6,82,2223,UDP,61.248.82.40,Normal
34,3323,27637,91,675,1853,TCP,179.79.114.253,PortScan
46,904,10136,366,939,2970,TCP,89.38.186.98,PortScan
146,3245,364376,75,1903,27341,TCP,76.136.7.48,BruteForce
195,184,36213,8,54,1374,HTTP,195.96.21.164,Normal
11,20050,543917,616,6022,790094,TCP,184.16.11.145,DDoS
25,1166,269848,54,1463,27727,TCP,215.32.250.115,BruteForce
5,9795,3682802,365,6515,337665,TCP,49.118.227.104,DDoS
17,3390,21158,396,734,2130,TCP,40.242.147.164,PortScan
168,4486,404769,69,1495,25720,TCP,254.94.41.2,BruteForce
157,3909,70308,47,530,14225,TCP,152.56.212.76,BruteForce
3,36485,861222,347,7965,355197,TCP,58.23.188.46,DDoS
15,6733,4208780,235,3755,568061,UDP,253.188.196.137,DDoS
76,316,2076,3,76,3593,TCP,84.223.157.17,Normal
128,6762,100496,177,1099,29361,TCP,64.180.146.61,BruteForce
3,44143,2704229,152,1195,315589,TCP,27.121.64.116,DDoS
9,43784,2693718,328,9399,664275,UDP,95.132.30.102,DDoS
27,825,30321,242,428,7861,TCP,211.39.8.231,PortScan
11,48629,1382174,240,9249,280107,UDP,238.35.218.79,DDoS
15,1727,8394,178,833,7473,TCP,9.207.214.173,PortScan
13,26575,2040996,647,7487,566828,UDP,238.118.200.14,DDoS
59,1561,21380,497,980,5974,TCP,233.182.130.182,PortScan
183,5070,387763,23,753,17036,TCP,60.155.209.162,BruteForce
11,4045,38365,302,973,4897,TCP,182.87.230.117,PortScan
176,35,6538,5,95,2261,UDP,132.168.127.185,Normal
7,17970,1446170,105,5184,243586,TCP,203.75.160.147,DDoS
43,3910,19207,499,381,1829,TCP,181.238.16.44,PortScan
146,8460,458237,178,293,33063,TCP,236.220.102.63,BruteForce
8,591,36280,156,953,2849,TCP,112.162.215.120,PortScan
19,17512,4471378,137,3476,356707,UDP,197.212.56.117,DDoS
147,500,38589,3,22,2905,UDP,255.26.25.210,Normal
13,13791,4031433,554,8314,894128,UDP,10.98.69.64,DDoS
126,8735,284980,86,1457,49991,TCP,187.98.83.149,BruteForce
5,511,24320,444,231,5610,TCP,124.150.241.234,PortScan
127,7006,428347,135,537,38675,TCP,208.168.169.224,BruteForce
30,6780,243606,89,1728,20316,TCP,141.2.249.13,BruteForce
31,2828,17394,57,601,9461,TCP,60.232.179.15,PortScan
30,9266,88321,61,262,11006,TCP,158.183.147.163,BruteForce
291,241,35383,2,99,208,HTTP,31.138.188.250,Normal
21,2375,496588,96,1792,15028,TCP,48.41.173.248,BruteForce
7,17343,2625745,935,7106,723086,TCP,47.129.254.202,DDoS
28,3622,291737,98,373,15026,TCP,196.123.82.46,BruteForce
73,6915,58632,131,135,27586,TCP,146.137.27.124,BruteForce
17,37787,1083773,816,6152,690273,TCP,34.50.86.111,DDoS
4,10858,3658194,630,1311,706253,TCP,212.22.53.136,DDoS
24,5659,137075,175,1690,23340,TCP,235.119.88.99,BruteForce
10,5760,3074122,751,3002,405098,TCP,46.161.34.221,DDoS
107,4436,85967,176,678,16492,TCP,242.6.120.236,BruteForce
56,678,21586,167,208,9574,TCP,17.69.101.64,PortScan
60,362,46381,8,58,3700,UDP,179.51.199.234,Normal
32,2783,48873,466,540,5117,TCP,2.196.234.111,PortScan
13,45820,1791172,122,8989,925922,TCP,167.71.139.195,DDoS
42,2432,44327,360,911,8309,TCP,142.154.120.184,PortScan
147,181,47461,2,31,3683,UDP,186.100.143.21,Normal
7,16244,4219649,430,1789,817112,TCP,240.161.175.250,DDoS
35,3479,34077,250,931,2521,TCP,168.219.58.104,PortScan
191,5749,270919,29,625,16206,TCP,102.98.239.218,BruteForce
18,4520,26036,83,949,8993,TCP,115.51.17.231,PortScan
18,39408,3938229,713,4164,985099,UDP,102.94.105.181,DDoS
14,7003,4201908,531,1441,665559,TCP,128.249.147.195,DDoS
42,3474,38462,214,628,1449,TCP,5.3.160.102,PortScan
12,30169,3508947,926,2967,177109,TCP,124.84.195.85,DDoS
229,209,39137,5,11,1949,UDP,36.66.109.167,Normal
27,5235,99029,182,302,43911,TCP,209.100.50.246,BruteForce
24,3507,46659,110,716,7613,TCP,235.130.180.242,PortScan
122,76,36801,8,26,4358,UDP,1.51.43.53,Normal
49,1054,40444,464,512,6407,TCP,64.155.210.167,PortScan
24,692,12077,167,555,9666,TCP,60.173.93.105,PortScan
241,303,39724,10,57,1363,TCP,151.138.31.98,Normal
194,484,1382,7,36,3413,TCP,186.154.248.174,Normal
226,474,14234,6,55,2179,UDP,124.164.134.249,Normal
20,31812,3540004,477,6852,454235,UDP,149.14.62.123,DDoS
185,145,21030,5,74,2357,HTTP,44.166.158.7,Normal
291,78,9209,7,68,545,HTTP,149.155.192.8,Normal
30,3506,9266,434,217,5141,TCP,17.42.16.173,PortScan
9,14228,3437009,816,5872,889002,UDP,46.245.218.163,DDoS
37,2870,32600,326,505,3332,TCP,225.249.221.134,PortScan
19,26957,2413551,210,4590,427115,UDP,130.187.199.227,DDoS
100,2343,180895,151,427,21822,TCP,189.47.149.238,BruteForce
18,5578,4460914,775,3708,638011,TCP,169.133.93.163,DDoS
11,38563,1676741,844,3753,540192,UDP,10.215.253.46,DDoS
170,33,26764,9,17,4382,UDP,128.187.24.214,Normal
94,330,6959,10,18,3472,UDP,12.6.231.100,Normal
28,3827,37543,164,888,4276,TCP,251.115.175.133,PortScan
195,237,31985,5,34,3047,TCP,222.155.253.185,Normal
10,34137,3101000,761,9211,251298,UDP,62.26.54.188,DDoS
114,9269,162345,126,564,39759,TCP,250.75.210.7,BruteForce
111,4743,364792,77,1390,40222,TCP,132.85.105.59,BruteForce
30,6260,321147,92,761,13828,TCP,60.133.151.66,BruteForce
15,641,45072,329,906,8224,TCP,37.173.136.92,PortScan
3,41828,1165668,427,4581,197400,TCP,84.59.75.255,DDoS
190,6028,277132,112,929,18648,TCP,134.169.211.59,BruteForce
110,63,37437,6,81,4800,HTTP,41.202.169.21,Normal
9,11410,3441208,701,5898,577731,TCP,28.89.159.124,DDoS
2,23171,4489891,909,9612,501943,TCP,13.143.171.29,DDoS
58,8476,229098,145,1515,29314,TCP,219.232.121.185,BruteForce
111,479,26354,4,51,3219,TCP,107.67.242.207,Normal
24,3779,37867,271,811,1473,TCP,40.118.9.208,PortScan
20,906,34289,101,312,6523,TCP,130.55.104.44,PortScan
120,4051,456568,24,1263,16510,TCP,236.214.231.194,BruteForce
25,2956,5633,223,397,3445,TCP,63.215.143.75,PortScan
3,9487,814824,283,2119,673961,UDP,239.187.174.47,DDoS
28,2292,139562,148,1138,44952,TCP,175.16.174.73,BruteForce
42,4257,38642,291,507,7156,TCP,180.11.201.238,PortScan
35,3188,31359,284,879,8496,TCP,152.101.61.117,PortScan
183,5038,275942,60,1126,18118,TCP,22.62.255.15,BruteForce
20,38181,1980175,981,9412,334609,UDP,57.215.126.124,DDoS
207,500,7734,2,49,2143,UDP,16.180.146.245,Normal
175,295,30839,2,13,1324,TCP,12.2.250.215,Normal
183,9716,464320,100,1571,34048,TCP,129.221.41.10,BruteForce
1,18789,912640,343,8643,354809,TCP,8.161.95.116,DDoS
36,2106,27083,164,863,4213,TCP,1.79.102.84,PortScan
125,26,33001,10,64,3307,HTTP,198.23.92.150,Normal
38,834,18548,281,431,5811,TCP,123.165.209.220,PortScan
15,32766,3209533,493,2060,521480,UDP,247.206.139.174,DDoS
36,2360,22803,220,456,6755,TCP,5.236.161.163,PortScan
124,6392,376465,98,139,11730,TCP,112.188.89.33,BruteForce
51,3750,42031,320,847,1260,TCP,109.77.150.89,PortScan
4,15838,2259710,823,1331,189678,TCP,202.114.235.245,DDoS
53,8127,480742,133,425,40116,TCP,253.244.9.210,BruteForce
269,320,19705,6,48,3665,UDP,101.197.197.13,Normal
45,4602,29145,396,330,7111,TCP,154.137.89.206,PortScan
267,154,38063,5,97,469,HTTP,195.203.146.197,Normal
45,4447,32630,279,718,9050,TCP,226.159.32.171,PortScan
250,174,48281,2,61,3902,HTTP,113.89.249.228,Normal
80,8699,347283,42,587,32109,TCP,234.207.200.114,BruteForce
191,9017,436994,163,977,16120,TCP,232.86.134.208,BruteForce
13,30186,2889286,828,9136,715042,UDP,96.98.27.158,DDoS
290,335,17374,5,24,2145,HTTP,19.73.6.57,Normal
113,467,34802,3,68,1606,UDP,237.42.82.115,Normal
128,4029,232976,56,508,27417,TCP,5.219.69.209,BruteForce
156,7657,75635,193,1867,28483,TCP,26.108.227.201,BruteForce
62,3708,284777,187,794,46339,TCP,161.161.100.195,BruteForce
250,127,37110,5,90,448,UDP,128.178.101.15,Normal
49,2271,20323,456,254,4040,TCP,14.156.193.88,PortScan
236,431,24678,5,22,4867,HTTP,90.240.11.62,Normal
17,5131,699007,634,8880,347731,UDP,198.162.11.140,DDoS
87,323,2794,6,80,2674,UDP,177.84.67.34,Normal
18,19752,1584202,267,8666,441959,UDP,248.129.117.126,DDoS
17,13021,4049932,119,6243,765210,UDP,210.129.243.251,DDoS
15,4034,13169,431,401,5440,TCP,88.177.108.245,PortScan
48,2502,461616,54,947,10315,TCP,138.247.177.30,BruteForce
63,204,47305,3,22,228,UDP,186.152.106.185,Normal
6,2371,45745,280,396,1400,TCP,169.82.142.97,PortScan
122,7798,264122,123,1439,43764,TCP,137.227.26.46,BruteForce
18,22547,2223686,113,9577,933754,TCP,48.186.158.200,DDoS
167,8932,475558,145,1198,12857,TCP,3.199.208.68,BruteForce
20,1902,30544,202,814,2446,TCP,185.249.114.239,PortScan
11,41367,1299836,394,2904,144975,TCP,6.200.81.96,DDoS
16,17705,1556721,733,5720,762522,TCP,155.152.15.248,DDoS
50,4499,141830,156,1683,16171,TCP,44.250.203.219,BruteForce
13,46044,2556122,718,8207,586788,UDP,91.187.201.20,DDoS
17,34219,4578758,451,9960,829389,TCP,88.93.75.134,DDoS
133,4280,238001,96,1333,21968,TCP,59.236.64.191,BruteForce
1,24103,1668063,467,1385,223225,UDP,98.3.89.147,DDoS
85,380,18797,2,100,2809,UDP,242.46.174.245,Normal
171,8144,70311,73,1955,40237,TCP,118.115.202.214,BruteForce
10,20756,3127362,686,7391,461446,UDP,72.97.1.92,DDoS
6,31258,1256365,184,2777,318021,UDP,250.246.23.104,DDoS
178,5215,151749,84,372,46738,TCP,238.56.114.234,BruteForce
51,268,29248,8,59,2489,TCP,96.224.253.95,Normal
5,48653,4261590,700,7521,943618,TCP,141.237.95.159,DDoS
254,331,2267,8,96,4123,TCP,162.60.216.154,Normal
25,4561,32523,119,597,3146,TCP,148.15.10.61,PortScan
224,333,22578,10,63,3224,TCP,228.11.238.190,Normal
48,5160,470289,74,569,15467,TCP,92.223.238.233,BruteForce
99,9522,453240,127,813,45805,TCP,30.191.107.191,BruteForce
85,98,35145,2,30,3781,TCP,124.99.83.58,Normal
149,6782,101777,176,1595,40825,TCP,134.137.37.218,BruteForce
1,39349,1285114,550,8598,800305,TCP,49.73.162.34,DDoS
14,20858,1957899,657,7822,335144,UDP,52.128.60.79,DDoS
264,344,23382,2,39,1514,TCP,242.53.182.166,Normal
4,44567,4357590,264,1450,330403,UDP,127.200.78.34,DDoS
20,32025,4779548,784,5461,485917,TCP,184.98.27.25,DDoS
20,2107,17269,443,252,7598,TCP,216.246.103.90,PortScan
72,8497,172373,170,1019,45029,TCP,59.108.121.73,BruteForce
22,4114,34304,269,961,4961,TCP,181.33.181.3,PortScan
19,2763,28620,500,384,2833,TCP,171.125.12.209,PortScan
134,137,2378,5,44,2458,TCP,149.142.236.206,Normal
145,4341,134507,166,1499,17901,TCP,168.140.213.4,BruteForce
7,4370,39596,335,427,8043,TCP,110.151.190.213,PortScan
42,688,48277,442,404,7033,TCP,201.109.176.19,PortScan
111,91,39034,7,66,4073,HTTP,91.110.25.23,Normal
154,9504,119115,85,1990,36382,TCP,228.149.8.237,BruteForce
11,14233,3078931,725,6938,123933,TCP,111.178.201.121,DDoS
14,45826,3294779,973,7626,197847,TCP,195.67.163.90,DDoS
19,2168,43282,252,380,9323,TCP,209.162.148.182,PortScan
58,1084,241578,185,119,14913,TCP,80.104.251.170,BruteForce
239,43,21070,2,19,1987,TCP,203.116.253.226,Normal
31,663,31813,329,983,7609,TCP,92.36.98.31,PortScan
93,98,6446,3,61,3320,UDP,93.40.138.143,Normal
2,21698,2450715,903,2292,202499,UDP,34.254.166.19,DDoS
10,23836,787163,467,9179,892006,TCP,146.87.14.205,DDoS
32,6987,423682,108,126,42465,TCP,213.196.167.12,BruteForce
40,2271,44316,201,464,1421,TCP,204.165.21.26,PortScan
136,352,33099,8,91,4483,TCP,197.193.220.48,Normal
18,47662,1097135,861,9926,572747,UDP,56.97.137.76,DDoS
40,2851,26807,289,766,9600,TCP,123.16.4.122,PortScan
221,140,3405,1,42,4193,HTTP,182.24.65.235,Normal
88,174,33849,1,70,845,TCP,129.47.123.160,Normal
124,64,45924,1,95,2525,HTTP,76.229.21.235,Normal
19,2306,49699,428,574,1087,TCP,56.209.97.113,PortScan
134,8758,107804,93,1682,47778,TCP,19.147.217.212,BruteForce
32,5748,408082,46,743,32548,TCP,188.24.40.254,BruteForce
11,19828,3930246,281,8441,421662,TCP,106.210.21.197,DDoS
49,4360,18089,126,948,1325,TCP,156.207.1.131,PortScan
3,11788,3533479,596,6269,602234,UDP,137.188.146.53,DDoS
6,13821,2119685,337,4347,472131,UDP,111.90.97.26,DDoS
88,2895,115603,97,1070,11411,TCP,188.95.149.227,BruteForce
91,6730,487281,72,1420,26306,TCP,8.232.127.160,BruteForce
7,43003,4106248,674,3046,614866,TCP,234.191.203.194,DDoS
139,5995,231657,72,1134,30918,TCP,74.125.120.6,BruteForce
35,1508,178721,150,1838,31745,TCP,164.236.133.42,BruteForce
42,3634,33123,225,621,8108,TCP,119.65.195.174,PortScan
53,2068,28969,351,230,4968,TCP,150.106.252.80,PortScan
71,238,40898,4,46,209,TCP,173.145.240.121,Normal
20,41280,2955518,588,6843,140755,UDP,64.231.96.115,DDoS
100,424,49845,2,56,707,UDP,138.132.97.34,Normal
130,447,18924,1,28,4529,UDP,246.48.231.171,Normal
164,8043,237426,108,1415,29933,TCP,112.40.220.35,BruteForce
48,4577,40508,88,639,9038,TCP,197.152.200.41,PortScan
6,18039,3324424,425,2766,478333,TCP,91.241.185.126,DDoS
15,24465,835233,749,7124,955665,UDP,108.153.237.217,DDoS
5,39856,1214792,937,2619,483615,UDP,62.245.32.137,DDoS
165,4846,251293,128,1290,33098,TCP,156.39.29.225,BruteForce
230,304,33056,6,50,627,UDP,115.70.126.152,Normal
19,26141,3795862,406,5893,114952,TCP,60.232.143.153,DDoS
167,449,22103,2,51,1095,TCP,180.6.208.196,Normal
168,9361,69699,24,194,14494,TCP,20.205.114.242,BruteForce
78,357,40432,6,70,4955,UDP,156.238.21.35,Normal
17,3908,23469,180,751,2644,TCP,110.108.136.237,PortScan
11,1158,45570,92,848,8601,TCP,2.139.101.22,PortScan
275,450,46691,8,88,3853,HTTP,179.26.87.92,Normal
29,1736,9885,435,219,3830,TCP,195.13.12.213,PortScan
26,4841,46180,377,701,6905,TCP,227.236.64.155,PortScan
147,2180,226057,131,1243,26221,TCP,54.204.119.114,BruteForce
64,295,1816,9,55,1071,HTTP,177.236.50.126,Normal
13,22717,4970469,246,9463,848013,TCP,158.75.65.131,DDoS
172,8008,202398,65,1920,13937,TCP,253.229.163.132,BruteForce
15,12318,2614862,479,3216,361783,UDP,27.193.51.114,DDoS
76,4585,294234,27,1317,28225,TCP,228.121.229.4,BruteForce
55,439,40890,2,69,2920,TCP,218.202.204.212,Normal
9,3139,21839,101,549,3439,TCP,212.242.88.130,PortScan
16,41791,1645214,632,2958,493939,TCP,107.66.246.156,DDoS
136,3528,118539,93,1526,26757,TCP,42.192.228.144,BruteForce
139,5916,330230,21,1448,31116,TCP,140.177.44.90,BruteForce
184,2707,164600,131,234,19595,TCP,97.20.130.162,BruteForce
192,9512,122371,169,409,39190,TCP,224.98.76.181,BruteForce
35,5667,155196,35,1703,43139,TCP,49.87.161.116,BruteForce
183,37,13717,6,86,3140,UDP,12.103.225.245,Normal
175,5462,439383,133,285,42086,TCP,53.252.125.193,BruteForce
72,3994,277065,199,1716,42029,TCP,39.28.34.34,BruteForce
17,15836,4141379,642,7674,844657,TCP,110.36.41.225,DDoS
13,6574,2062627,153,9875,558662,UDP,47.51.242.186,DDoS
123,8775,329003,181,891,41606,TCP,253.95.188.214,BruteForce
91,7655,363930,49,1061,18819,TCP,74.249.120.150,BruteForce
76,6826,81504,83,1080,31365,TCP,82.76.134.230,BruteForce
227,379,38683,3,36,426,UDP,112.4.88.101,Normal
201,299,10976,10,14,2292,TCP,40.78.16.29,Normal
58,386,4363,4,39,3058,TCP,180.161.12.86,Normal
16,23344,4523380,971,6713,906124,UDP,100.216.76.102,DDoS
154,77,26961,6,61,1438,UDP,94.152.146.40,Normal
58,1373,36229,468,864,5266,TCP,207.117.8.200,PortScan
111,1149,388692,75,1102,41976,TCP,121.124.107.126,BruteForce
138,8220,385550,130,1977,24769,TCP,244.60.58.39,BruteForce
12,34054,3723837,309,4225,967880,UDP,99.148.90.166,DDoS
3,11577,3533986,282,3367,233302,UDP,43.187.185.79,DDoS
165,118,33730,1,58,1271,TCP,21.23.95.192,Normal
47,6262,371003,194,1082,39654,TCP,140.49.197.207,BruteForce
236,235,6859,4,60,599,UDP,59.204.30.135,Normal
193,3668,165442,151,420,34974,TCP,59.86.222.78,BruteForce
9,13235,1151211,262,6899,238603,TCP,198.54.175.109,DDoS
170,5985,369251,200,1763,45063,TCP,46.42.114.193,BruteForce
154,455,47067,9,59,4063,TCP,1.242.104.134,Normal
14,32042,4834423,724,6198,613049,TCP,37.169.14.180,DDoS
173,248,48496,10,40,3657,TCP,227.117.221.3,Normal
221,400,42702,7,86,3700,TCP,22.19.234.237,Normal
87,7050,203937,20,1271,18174,TCP,38.28.100.212,BruteForce
7,33507,4566349,446,7609,195853,UDP,52.225.164.227,DDoS
61,3803,66949,62,1211,17257,TCP,107.102.25.104,BruteForce
276,354,18828,5,15,2608,HTTP,54.115.81.203,Normal
264,293,46273,4,16,477,TCP,167.14.56.153,Normal
18,35847,1277699,384,5319,685921,UDP,134.165.6.80,DDoS
155,302,32074,5,90,1198,HTTP,136.73.232.162,Normal
47,1438,40243,132,861,3456,TCP,186.241.106.213,PortScan
268,195,23973,8,91,3428,UDP,46.178.238.197,Normal
8,4124,25746,271,703,2205,TCP,228.211.25.203,PortScan
143,9683,373101,107,1151,34369,TCP,22.15.27.221,BruteForce
8,47053,1942221,493,7727,804435,UDP,237.12.14.97,DDoS
18,1182,31549,240,671,3249,TCP,112.100.108.228,PortScan
19,22876,1872320,163,3008,108418,TCP,176.70.120.20,DDoS
23,933,49270,364,613,7110,TCP,115.170.82.8,PortScan
177,93,41873,8,78,4544,TCP,109.135.128.53,Normal
48,2383,13356,120,845,8416,TCP,81.73.156.212,PortScan
33,4631,28872,163,471,5326,TCP,143.208.78.145,PortScan
158,354,41656,4,43,1373,HTTP,127.226.29.60,Normal
44,3548,27629,408,491,4384,TCP,214.124.16.241,PortScan
97,4124,491059,150,385,43028,TCP,220.61.9.173,BruteForce
34,2648,40069,137,321,1421,TCP,158.187.140.148,PortScan
163,8054,400784,99,1834,16220,TCP,43.49.118.23,BruteForce
47,4496,411711,170,1741,16736,TCP,220.152.135.199,BruteForce
6,8492,1285311,184,6085,498315,TCP,167.21.38.121,DDoS
62,1682,158298,81,1075,17720,TCP,75.236.29.176,BruteForce
237,445,30536,2,99,4806,TCP,230.133.231.54,Normal
240,146,37101,5,79,3075,TCP,77.29.56.221,Normal
11,28626,2843689,142,4498,548693,TCP,149.146.32.219,DDoS
36,2851,96278,145,1213,17472,TCP,139.86.198.47,BruteForce
45,750,16503,222,402,8534,TCP,218.36.121.156,PortScan
162,4353,229737,103,396,38726,TCP,241.185.115.239,BruteForce
27,1211,47686,82,931,3464,TCP,177.6.123.200,PortScan
14,14447,1440502,395,3511,116581,UDP,115.167.107.164,DDoS
158,7491,123871,46,608,25793,TCP,165.130.111.124,BruteForce
38,4351,293507,176,461,22898,TCP,243.96.69.3,BruteForce
6,36128,751196,687,4401,918172,TCP,187.85.205.36,DDoS
194,1794,96300,163,1385,10219,TCP,168.95.52.28,BruteForce
105,4311,67726,186,1247,45868,TCP,173.65.196.250,BruteForce
41,2983,43425,149,464,1584,TCP,23.2.86.136,PortScan
151,4764,178188,178,1983,38276,TCP,74.212.146.142,BruteForce
3,33822,1152465,806,8546,165785,UDP,224.224.254.233,DDoS
53,4065,407075,21,718,36178,TCP,67.143.181.196,BruteForce
9,14731,2553652,428,1581,690922,TCP,17.12.35.130,DDoS
75,4154,101497,84,988,36227,TCP,233.165.60.233,BruteForce
36,8329,404314,68,625,20554,TCP,96.132.181.35,BruteForce
29,1786,490124,138,1208,26094,TCP,67.245.113.162,BruteForce
6,37522,3541145,841,7757,890861,TCP,158.130.114.87,DDoS
1,26703,2876633,316,3512,720997,UDP,213.3.16.150,DDoS
18,12172,1139330,293,7384,731911,TCP,84.253.140.186,DDoS
156,1726,195537,148,888,44015,TCP,92.126.30.230,BruteForce
31,979,41086,377,836,8229,TCP,211.62.53.76,PortScan
18,6508,2175358,480,6527,988515,UDP,1.16.45.65,DDoS
189,8487,334971,67,1999,31674,TCP,254.237.220.33,BruteForce
43,2839,20831,67,548,5266,TCP,109.90.159.36,PortScan
45,3271,5490,353,381,6953,TCP,121.51.136.3,PortScan
20,2763,13903,360,291,9018,TCP,144.27.122.48,PortScan
158,4651,159548,109,448,13647,TCP,51.108.100.73,BruteForce
22,2592,7361,478,942,5746,TCP,167.1.61.111,PortScan
3,25599,3710968,422,7375,280317,TCP,61.126.180.24,DDoS
13,40137,1672339,172,2882,911140,TCP,141.97.205.100,DDoS
62,144,1741,3,61,2495,UDP,150.212.170.112,Normal
121,7388,152705,164,1089,27907,TCP,248.59.32.172,BruteForce
270,253,9881,2,84,1197,TCP,198.224.76.126,Normal
17,2459,40153,429,790,7508,TCP,193.120.143.95,PortScan
33,4381,9766,465,947,2808,TCP,185.83.33.234,PortScan
126,3154,160819,109,1789,20058,TCP,116.42.75.30,BruteForce
36,3905,36379,279,564,2638,TCP,233.52.18.179,PortScan
16,19544,4012917,388,3875,296276,TCP,7.208.165.211,DDoS
7,3022,35996,79,621,7829,TCP,176.58.23.243,PortScan
13,41476,2334771,887,3489,497152,UDP,94.212.90.224,DDoS
40,2738,39843,201,649,9873,TCP,144.214.228.87,PortScan
25,4142,46341,89,641,2582,TCP,157.238.225.112,PortScan
41,4553,35689,349,953,4073,TCP,7.144.182.180,PortScan
20,4482,18141,102,610,4826,TCP,38.50.144.203,PortScan
30,3095,5317,334,418,9325,TCP,203.136.46.34,PortScan
15,26233,3116839,611,2994,435388,TCP,113.185.166.131,DDoS
32,7725,186261,200,619,29725,TCP,94.106.165.122,BruteForce
41,4733,46894,443,737,4780,TCP,149.160.209.97,PortScan
79,5465,316383,58,138,26293,TCP,51.21.77.52,BruteForce
49,3283,49394,140,590,6708,TCP,68.116.231.2,PortScan
12,11905,4902925,806,3167,138094,UDP,136.127.107.17,DDoS
125,9956,210394,57,1179,23608,TCP,54.159.252.160,BruteForce
15,37295,4322961,837,2758,485680,TCP,17.212.143.6,DDoS
31,2232,32657,305,942,8852,TCP,145.84.183.78,PortScan
170,1810,379843,37,833,38688,TCP,251.225.211.174,BruteForce
9,4867,18963,157,405,2890,TCP,243.132.77.72,PortScan
134,5338,416194,166,1772,10750,TCP,205.120.196.31,BruteForce
58,1324,95792,170,1565,25689,TCP,23.241.22.151,BruteForce
9,46451,2552039,569,5234,378236,TCP,222.166.95.217,DDoS
284,56,49956,10,82,3738,UDP,107.57.115.51,Normal
123,126,42721,2,20,4052,UDP,101.218.213.201,Normal
145,4906,341750,60,1832,31439,TCP,214.248.249.235,BruteForce
15,17385,4216494,798,3647,609697,UDP,211.132.93.56,DDoS
126,194,48869,4,33,3934,UDP,153.125.176.233,Normal
14,3294,48372,403,790,6751,TCP,160.54.232.18,PortScan
15,39733,1059125,747,7952,420920,TCP,26.115.179.191,DDoS
55,1119,37468,106,389,6991,TCP,204.241.165.163,PortScan
149,7949,127723,107,1995,19654,TCP,90.104.184.76,BruteForce
182,6586,370052,93,1788,26058,TCP,50.228.121.127,BruteForce
11,19488,3025969,464,8526,462325,UDP,83.131.151.232,DDoS
191,129,11785,9,33,2588,UDP,64.92.106.104,Normal
76,20,33239,8,13,191,UDP,170.126.86.120,Normal
60,824,18401,423,650,3686,TCP,113.227.85.129,PortScan
59,8749,480680,165,1163,41783,TCP,207.161.246.189,BruteForce
127,246,8927,9,78,226,UDP,21.158.62.113,Normal
19,1154,49250,453,645,4016,TCP,167.103.130.109,PortScan
219,44,41660,1,58,2325,HTTP,160.80.104.31,Normal
30,6796,251452,83,672,13335,TCP,26.47.225.18,BruteForce
3,22971,4350412,962,6792,677555,TCP,194.113.202.202,DDoS
